project_full_name,fix_commit_hash,buggy_commit_hash,bug_id,bug_type,number_loc_added,number_loc_deleted
rigetti/pyquil,279a29b432a6c12d013b26201fc53410fca4f48d,279a29b432a6c12d013b26201fc53410fca4f48d^1,2018,Classical,12,1
dwavesystems/dwave-system,4050d488f3d6ffd0a828d531127a0231527d2b6c,4050d488f3d6ffd0a828d531127a0231527d2b6c^1,2032,Classical,4,4
dwavesystems/dwave-system,38629d04e0e33a3a2c69ff5c85938aed49356ce1,38629d04e0e33a3a2c69ff5c85938aed49356ce1^1,2033,Classical,1,1
dwavesystems/dwave-system,e83f632479ec51e425f62305f58ecf284b557a7e,e83f632479ec51e425f62305f58ecf284b557a7e^1,2043,Quantum,25,6
dwavesystems/dwave-system,e8a1fefc86f560799ded9dfc19b54e70964db17b,e8a1fefc86f560799ded9dfc19b54e70964db17b^1,2052,Classical,3,2
dwavesystems/dwave-system,d0fd4c0163e984dfd2adae43f7bc7ee7f4edc829,d0fd4c0163e984dfd2adae43f7bc7ee7f4edc829^1,2056,Quantum,28,3
dwavesystems/dwave-system,91a5b5ccd746906b701fe22adca0bd5716f79a47,91a5b5ccd746906b701fe22adca0bd5716f79a47^1,2064,Classical,8,8
dwavesystems/dwave-system,ff44e1bbad1fce93a4685d65119e1b6d96cf23b2,ff44e1bbad1fce93a4685d65119e1b6d96cf23b2^1,2066,Classical,2,4
dwavesystems/dwave-system,00fa6703c7e550314e5ea171ca4c10d15282079c,00fa6703c7e550314e5ea171ca4c10d15282079c^1,2067,Classical,110,102
dwavesystems/dwave-system,abce195feee853ed9a82694af72c3fb59818bb4e,abce195feee853ed9a82694af72c3fb59818bb4e^1,2068,Classical,27,13
microsoft/qsharp-runtime,c245ecbc908adfa830c19be4dec5c50f58a07837,c245ecbc908adfa830c19be4dec5c50f58a07837^1,2069,Classical,9,3
microsoft/qsharp-runtime,e1d4c07c299b31d3486647e0ce3748df97a0d786,e1d4c07c299b31d3486647e0ce3748df97a0d786^1,2070,Classical,33,1
microsoft/qsharp-runtime,00818415e46a90d880f4b4cc11a4f89ab88ff8ff,00818415e46a90d880f4b4cc11a4f89ab88ff8ff^1,2076,Classical,22,39
microsoft/qsharp-runtime,eaafd1ba3e4e421655889bdf2f5d0daa18ae96f2,eaafd1ba3e4e421655889bdf2f5d0daa18ae96f2^1,2077,Classical,99,90
microsoft/qsharp-runtime,f4a4a6d959dc0e97bc8dc12fc67ddbe78423f5fe,f4a4a6d959dc0e97bc8dc12fc67ddbe78423f5fe^1,2082,Quantum,25,12
microsoft/qsharp-runtime,4a5862ffae68159aa0918ec9ed7f955d30a1ade3,4a5862ffae68159aa0918ec9ed7f955d30a1ade3^1,2087,Classical,220,162
microsoft/qsharp-runtime,d7e1d9d3ec19f821c56493df4aa0aaf0476bcb3a,d7e1d9d3ec19f821c56493df4aa0aaf0476bcb3a^1,2089,Classical,64,18
microsoft/qsharp-runtime,5f8268e42a938dc9603b8f1cf640f33e7665dedf,5f8268e42a938dc9603b8f1cf640f33e7665dedf^1,2100,Classical,4,15
microsoft/qsharp-runtime,4a3eca470d79a0bb79e6beb270155f1d5bf3cc25,4a3eca470d79a0bb79e6beb270155f1d5bf3cc25^1,2101,Classical,907,796
microsoft/qsharp-runtime,42781886d9d3dd762423e45c69323c9a53c57c0f,42781886d9d3dd762423e45c69323c9a53c57c0f^1,2102,Classical,4,35
microsoft/qsharp-runtime,796dc27a2ec0fb72773aa25ad9057284d9327384,796dc27a2ec0fb72773aa25ad9057284d9327384^1,2105,Classical,13,
microsoft/qsharp-runtime,cd360b3fad5477930122a7402f2ae473665dc505,cd360b3fad5477930122a7402f2ae473665dc505^1,2114,Classical,145,060
microsoft/qsharp-runtime,a9245fb759c6a415fd8daaca733ba78a0e9d9f4f,a9245fb759c6a415fd8daaca733ba78a0e9d9f4f^1,2117,Classical,1,1
microsoft/qsharp-runtime,37f2dbec543357b574140f94760e162635de893a,37f2dbec543357b574140f94760e162635de893a^1,2129,Classical,,3
Qiskit/qiskit-terra,a18ef48c8a9fd0182064c81c0e7d79ad1c4c0ee6,a18ef48c8a9fd0182064c81c0e7d79ad1c4c0ee6^1,225,Quantum,100,9
Qiskit/qiskit-terra,6b6c370725dec7b61618c1d6f1cc62b8cf1a0907,6b6c370725dec7b61618c1d6f1cc62b8cf1a0907^1,234,Classical,2,2
Qiskit/qiskit-terra,00d37c780dba447551e1e544a12b3aef10a43d53,00d37c780dba447551e1e544a12b3aef10a43d53^1,255,Quantum,2,1
Qiskit/qiskit-ignis,439b3ee739fde633337f89b617c18821b25da0ad,439b3ee739fde633337f89b617c18821b25da0ad^1,26,Quantum,8,2
Qiskit/qiskit-ignis,0af27dd1fdd5c4e4d2ef80d21d0375d11a1625fd,0af27dd1fdd5c4e4d2ef80d21d0375d11a1625fd^1,27,Classical,24,15
Qiskit/qiskit-ignis,824372e18a42a735bbef37cd8ee61bc5d5821f9f,824372e18a42a735bbef37cd8ee61bc5d5821f9f^1,30,Classical,7,8
Qiskit/qiskit-ignis,1f7b71999c28483064e91882ef1510ede23ba0e2,1f7b71999c28483064e91882ef1510ede23ba0e2^1,31,Quantum,15,12
Qiskit/qiskit-ignis,864663d2f6212d893731ec2b5678592e4f9a4a02,864663d2f6212d893731ec2b5678592e4f9a4a02^1,32,Classical,77,24
Qiskit/qiskit-ignis,2f47127a99b709af2ea1f844aeee8f1d90e49194,2f47127a99b709af2ea1f844aeee8f1d90e49194^1,33,Classical,1,1
PennyLaneAI/pennylane,105bc044a0a35684ec961310aca212d49ba5c451,105bc044a0a35684ec961310aca212d49ba5c451^1,35,Classical,4,12
Qiskit/qiskit-ignis,3694ca68abf54a03e73318e81d8932e6a7159f12,3694ca68abf54a03e73318e81d8932e6a7159f12^1,4,Classical,9,9
Qiskit/qiskit-terra,103f6ffcee69b924417f59c0cc830815b6728387,103f6ffcee69b924417f59c0cc830815b6728387^1,505,Quantum,10,
Qiskit/qiskit-terra,3c220265117f6d1a2a9661c7f01852b388ff5be9,3c220265117f6d1a2a9661c7f01852b388ff5be9^1,514,Quantum,112,43
PennyLaneAI/pennylane,504c58d74a6496d9dc72fe1667bac656f2ada18b,504c58d74a6496d9dc72fe1667bac656f2ada18b^1,53,Classical,2,2
Qiskit/qiskit-terra,32aba60331d6a6789e4656fb5c772d913e17389c,32aba60331d6a6789e4656fb5c772d913e17389c^1,556,Quantum,33,11
Qiskit/qiskit-terra,e8c5a7e41b20fe3a4a1370d95a08be0c9b47c489,e8c5a7e41b20fe3a4a1370d95a08be0c9b47c489^1,567,Classical,1,2
Qiskit/qiskit-terra,04f20797eaa1a460e405adb8333508cd73bc448b,04f20797eaa1a460e405adb8333508cd73bc448b^1,663,Quantum,15,8
Qiskit/qiskit-terra,0885e65b630204330113e5f7e570d84dec2ba293,0885e65b630204330113e5f7e570d84dec2ba293^1,679,Classical,5,1
PennyLaneAI/pennylane,4d5ce6ce11c416b68f0918e7e3ef74e1a75d8b55,4d5ce6ce11c416b68f0918e7e3ef74e1a75d8b55^1,68,Classical,52,39
Qiskit/qiskit-ignis,23d5ef8231d0bb95cb03ad9b1b62ee37757b24b3,23d5ef8231d0bb95cb03ad9b1b62ee37757b24b3^1,7,Classical,143,152
Qiskit/qiskit-terra,b0d31257972f2c87cb4d549429372192d0e159e7,b0d31257972f2c87cb4d549429372192d0e159e7^1,700,Quantum,37,3
Qiskit/qiskit-terra,c00602aadf4062b65ab3862fb729a85b20bf004b,c00602aadf4062b65ab3862fb729a85b20bf004b^1,733,Classical,1,1
PennyLaneAI/pennylane,d6ea8b514d41125471b82e821e15ab270003f71a,d6ea8b514d41125471b82e821e15ab270003f71a^1,75,Quantum,393,312
PennyLaneAI/pennylane,d6ea8b514d41125471b82e821e15ab270003f71a,d6ea8b514d41125471b82e821e15ab270003f71a^1,75-5,Quantum,393,312
PennyLaneAI/pennylane,2096a60c3f94fa9c06dd6a414f8d93b690f136f6,2096a60c3f94fa9c06dd6a414f8d93b690f136f6^1,76,Classical,104,10
Qiskit/qiskit-terra,cb2110957e4b22df8d1bfe42e353fae83af2a14b,cb2110957e4b22df8d1bfe42e353fae83af2a14b^1,787,Quantum,66,
Qiskit/qiskit-terra,d2098068d31f4c04e7dee228a27951a3dde3b4f9,d2098068d31f4c04e7dee228a27951a3dde3b4f9^1,862,Quantum,64,20
Qiskit/qiskit-aer,29c8ca5bccad8ec76c5d269c14832d7df4ae6e64,29c8ca5bccad8ec76c5d269c14832d7df4ae6e64^1,950,Classical,20,22
Qiskit/qiskit-aer,e25aaaea83eaba1319cd0c770d47d1afd2156e0a,e25aaaea83eaba1319cd0c770d47d1afd2156e0a^1,953,Classical,296,2
Qiskit/qiskit-aer,cf5d8027d5a70f45751f1369f548b65c666442e1,cf5d8027d5a70f45751f1369f548b65c666442e1^1,964,Quantum,1,1
Qiskit/qiskit-aer,6e4b479700f04ccf1a421b819e88fc2218dcdbd3,6e4b479700f04ccf1a421b819e88fc2218dcdbd3^1,968,Classical,92,55
Qiskit/qiskit-aer,43580139161c5b96456ff984fa84a47c5fbcca9a,43580139161c5b96456ff984fa84a47c5fbcca9a^1,980,Classical,143,693
