Authors,Bug ID,Bug Type,Commits,Components,Dates,File,Hash,Line,Repo,Lifetime,Number of Authors,Number of times modified
"['Nguyen Damien ', 'Nguyen Damien ', 'Nguyen Damien ', 'Damian Steiger ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', '23dac9e92c4c98569cef27b333d7002034c5edde', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7', '635f6ae62c0bc068c5a17c5df01ef9d863b09589']", #Function Call#Assignment#Constant#Attribute,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 2, 5, 11, 24, 33), datetime.datetime(2018, 2, 26, 14, 26, 36)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,412.0,ProjectQ,"1234 days, 4:45:33",2,4
"['Nguyen Damien ', 'Nguyen Damien ', 'Nguyen Damien ', 'Damian Steiger ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', '23dac9e92c4c98569cef27b333d7002034c5edde', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7', '635f6ae62c0bc068c5a17c5df01ef9d863b09589']", #Function Call#Comparison expression#Constant,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 2, 5, 11, 24, 33), datetime.datetime(2018, 2, 26, 14, 26, 36)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,413.0,ProjectQ,"1234 days, 4:45:33",2,4
"['Nguyen Damien ', 'Nguyen Damien ', 'Nguyen Damien ', 'Damian Steiger ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', '23dac9e92c4c98569cef27b333d7002034c5edde', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7', '635f6ae62c0bc068c5a17c5df01ef9d863b09589']", #Function Call#Assignment#Constant,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 2, 5, 11, 24, 33), datetime.datetime(2018, 2, 26, 14, 26, 36)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,414.0,ProjectQ,"1234 days, 4:45:33",2,4
"['Nguyen Damien ', 'Damian Steiger ']",1126.0,Quantum,"['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7', '635f6ae62c0bc068c5a17c5df01ef9d863b09589']", ,"[datetime.datetime(2020, 2, 5, 11, 24, 33), datetime.datetime(2018, 2, 26, 14, 26, 36)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,415.0,ProjectQ,"1234 days, 4:45:33",2,2
"['Nguyen Damien ', 'Nguyen Damien ', 'Damian Steiger ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7', '635f6ae62c0bc068c5a17c5df01ef9d863b09589']", #Function Call#Assignment#Binary Operator#Unary Operator#Constant#Attribute,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33), datetime.datetime(2018, 2, 26, 14, 26, 36)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,416.0,ProjectQ,"1234 days, 4:45:33",2,3
"['Nguyen Damien ', 'Nguyen Damien ', 'Damian Steiger ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7', '635f6ae62c0bc068c5a17c5df01ef9d863b09589']", #Function Call#Assignment#Attribute,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33), datetime.datetime(2018, 2, 26, 14, 26, 36)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,417.0,ProjectQ,"1234 days, 4:45:33",2,3
['Damian Steiger '],1126.0,Quantum,['635f6ae62c0bc068c5a17c5df01ef9d863b09589'], #Function Call#Assignment#Constant#Attribute,"[datetime.datetime(2018, 2, 26, 14, 26, 36)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,418.0,ProjectQ,"1234 days, 4:45:33",1,1
['Damian Steiger '],1126.0,Quantum,['635f6ae62c0bc068c5a17c5df01ef9d863b09589'], ,"[datetime.datetime(2018, 2, 26, 14, 26, 36)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,419.0,ProjectQ,"1234 days, 4:45:33",1,1
"['Nguyen Damien ', 'Nguyen Damien ', 'Nguyen Damien ', 'Damian Steiger ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', '23dac9e92c4c98569cef27b333d7002034c5edde', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7', '635f6ae62c0bc068c5a17c5df01ef9d863b09589']", #Return#Constant,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 2, 5, 11, 24, 33), datetime.datetime(2018, 2, 26, 14, 26, 36)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,420.0,ProjectQ,"1234 days, 4:45:33",2,4
"['Nguyen Damien ', 'Nguyen Damien ', 'Nguyen Damien ', 'Damian Steiger ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', '23dac9e92c4c98569cef27b333d7002034c5edde', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7', '635f6ae62c0bc068c5a17c5df01ef9d863b09589']", ,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 2, 5, 11, 24, 33), datetime.datetime(2018, 2, 26, 14, 26, 36)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,421.0,ProjectQ,"1234 days, 4:45:33",2,4
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], #Function Call#Assignment#Unary Operator#Constant#Attribute,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,422.0,ProjectQ,"525 days, 7:47:36",1,1
['Nguyen Damien '],1126.0,Quantum,['1c07475ad9dbc30baedddf78fddafa96112ffcdc'], #Function Call#Assignment#Attribute,"[datetime.datetime(2021, 7, 14, 19, 12, 9)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,423.0,ProjectQ,0:00:00,1,1
['Nguyen Damien '],1126.0,Quantum,['1c07475ad9dbc30baedddf78fddafa96112ffcdc'], #Function Call#Assignment#Binary Operator#Constant,"[datetime.datetime(2021, 7, 14, 19, 12, 9)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,424.0,ProjectQ,0:00:00,1,1
['Nguyen Damien '],1126.0,Quantum,['1c07475ad9dbc30baedddf78fddafa96112ffcdc'], #Return,"[datetime.datetime(2021, 7, 14, 19, 12, 9)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,425.0,ProjectQ,0:00:00,1,1
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,428.0,ProjectQ,"525 days, 7:47:36",1,2
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], #Import keyword,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,430.0,ProjectQ,"525 days, 7:47:36",1,1
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", #Function Call#Constant#Attribute,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,432.0,ProjectQ,"525 days, 7:47:36",1,2
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], #Function Call#Assignment#Constant#Attribute,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,433.0,ProjectQ,"525 days, 7:47:36",1,1
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,461.0,ProjectQ,"525 days, 7:47:36",1,2
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], ,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,489.0,ProjectQ,"525 days, 7:47:36",1,1
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['23dac9e92c4c98569cef27b333d7002034c5edde', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,496.0,ProjectQ,"525 days, 7:47:36",1,2
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['23dac9e92c4c98569cef27b333d7002034c5edde', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,503.0,ProjectQ,"525 days, 7:47:36",1,2
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['23dac9e92c4c98569cef27b333d7002034c5edde', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,509.0,ProjectQ,"525 days, 7:47:36",1,2
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['23dac9e92c4c98569cef27b333d7002034c5edde', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,516.0,ProjectQ,"525 days, 7:47:36",1,2
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,522.0,ProjectQ,"525 days, 7:47:36",1,2
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['23dac9e92c4c98569cef27b333d7002034c5edde', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,542.0,ProjectQ,"525 days, 7:47:36",1,2
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], ,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,543.0,ProjectQ,"525 days, 7:47:36",1,1
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], ,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,544.0,ProjectQ,"525 days, 7:47:36",1,1
"['Nguyen Damien ', 'GitHub actions ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'e0ff304f280c81330f31cf1e91d2ee2a900a9c11']", #Constant,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2021, 6, 23, 12, 36, 47)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,16.0,ProjectQ,"21 days, 6:35:22",2,2
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], #Import keyword,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,19.0,ProjectQ,"525 days, 7:47:36",1,1
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", #Import keyword,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,20.0,ProjectQ,"525 days, 7:47:36",1,2
"['Nguyen Damien ', 'GitHub actions ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'e0ff304f280c81330f31cf1e91d2ee2a900a9c11', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", #Constant,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2021, 6, 23, 12, 36, 47), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,24.0,ProjectQ,"525 days, 7:47:36",2,3
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], ,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,41.0,ProjectQ,"525 days, 7:47:36",1,1
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], ,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,42.0,ProjectQ,"525 days, 7:47:36",1,1
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,43.0,ProjectQ,"525 days, 7:47:36",1,2
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,44.0,ProjectQ,"525 days, 7:47:36",1,2
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,45.0,ProjectQ,"525 days, 7:47:36",1,2
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,46.0,ProjectQ,"525 days, 7:47:36",1,2
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,47.0,ProjectQ,"525 days, 7:47:36",1,2
"['Nguyen Damien ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,48.0,ProjectQ,"525 days, 7:47:36",1,2
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], ,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,49.0,ProjectQ,"525 days, 7:47:36",1,1
"['Ari Jordan ', 'Nguyen Damien ']",1126.0,Quantum,"['dfff0f35294c9a9081359e484fe20e972547f157', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2020, 3, 25, 16, 19, 49), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,50.0,ProjectQ,"525 days, 7:47:36",2,2
"['Ari Jordan ', 'Nguyen Damien ']",1126.0,Quantum,"['dfff0f35294c9a9081359e484fe20e972547f157', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2020, 3, 25, 16, 19, 49), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,52.0,ProjectQ,"525 days, 7:47:36",2,2
"['Ari Jordan ', 'Nguyen Damien ']",1126.0,Quantum,"['dfff0f35294c9a9081359e484fe20e972547f157', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", #Function Call#Assignment#Constant#Attribute,"[datetime.datetime(2020, 3, 25, 16, 19, 49), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,58.0,ProjectQ,"525 days, 7:47:36",2,2
"['Nguyen Damien ', 'Nguyen Damien ', 'Ari Jordan ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', '23dac9e92c4c98569cef27b333d7002034c5edde', 'dfff0f35294c9a9081359e484fe20e972547f157', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", #Function Call#Assignment#Attribute,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 3, 25, 16, 19, 49), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,66.0,ProjectQ,"525 days, 7:47:36",2,4
"['Nguyen Damien ', 'Nguyen Damien ', 'Ari Jordan ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', '23dac9e92c4c98569cef27b333d7002034c5edde', 'dfff0f35294c9a9081359e484fe20e972547f157', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", ,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 3, 25, 16, 19, 49), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,67.0,ProjectQ,"525 days, 7:47:36",2,4
"['Nguyen Damien ', 'Nguyen Damien ', 'Ari Jordan ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', '23dac9e92c4c98569cef27b333d7002034c5edde', 'dfff0f35294c9a9081359e484fe20e972547f157', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", #Tuple,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 3, 25, 16, 19, 49), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,68.0,ProjectQ,"525 days, 7:47:36",2,4
"['Nguyen Damien ', 'Nguyen Damien ', 'Ari Jordan ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', '23dac9e92c4c98569cef27b333d7002034c5edde', 'dfff0f35294c9a9081359e484fe20e972547f157', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", #Tuple#Attribute,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 3, 25, 16, 19, 49), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,69.0,ProjectQ,"525 days, 7:47:36",2,4
"['Nguyen Damien ', 'Nguyen Damien ', 'Ari Jordan ', 'Nguyen Damien ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', '23dac9e92c4c98569cef27b333d7002034c5edde', 'dfff0f35294c9a9081359e484fe20e972547f157', 'd5bf14e378e1b1d63d217cfbbaa382dcca83dfd7']", #Attribute,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2021, 6, 14, 11, 23, 19), datetime.datetime(2020, 3, 25, 16, 19, 49), datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,70.0,ProjectQ,"525 days, 7:47:36",2,4
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], #Function Call#Boolean Operator#Lambda#Comparison expression#Constant#Attribute,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,71.0,ProjectQ,"525 days, 7:47:36",1,1
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], ,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,72.0,ProjectQ,"525 days, 7:47:36",1,1
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], #Comparison expression#Constant,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,73.0,ProjectQ,"525 days, 7:47:36",1,1
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], ,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,74.0,ProjectQ,"525 days, 7:47:36",1,1
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], ,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,102.0,ProjectQ,"525 days, 7:47:36",1,1
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], ,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,103.0,ProjectQ,"525 days, 7:47:36",1,1
['Nguyen Damien '],1126.0,Quantum,['d5bf14e378e1b1d63d217cfbbaa382dcca83dfd7'], ,"[datetime.datetime(2020, 2, 5, 11, 24, 33)]",docs/package_description.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,104.0,ProjectQ,"525 days, 7:47:36",1,1
"['Nguyen Damien ', 'David Bretaud ']",1126.0,Quantum,"['1c07475ad9dbc30baedddf78fddafa96112ffcdc', '6ef8a0eeb06267b27bbbe9207b71013e9cca65d4']", #Import keyword,"[datetime.datetime(2021, 7, 14, 19, 12, 9), datetime.datetime(2020, 4, 30, 15, 6, 32)]",examples/aqt.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,4.0,ProjectQ,"440 days, 4:05:37",2,2
['Nguyen Damien '],1126.0,Quantum,['1c07475ad9dbc30baedddf78fddafa96112ffcdc'], #ImportFrom keyword,"[datetime.datetime(2021, 7, 14, 19, 12, 9)]",examples/aqt.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,10.0,ProjectQ,0:00:00,1,1
['David Bretaud '],1126.0,Quantum,['6ef8a0eeb06267b27bbbe9207b71013e9cca65d4'], #Import keyword,"[datetime.datetime(2020, 4, 30, 15, 6, 32)]",examples/aqt.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,11.0,ProjectQ,"440 days, 4:05:37",1,1
['David Bretaud '],1126.0,Quantum,['6ef8a0eeb06267b27bbbe9207b71013e9cca65d4'], ,"[datetime.datetime(2020, 4, 30, 15, 6, 32)]",examples/aqt.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,16.0,ProjectQ,"440 days, 4:05:37",1,1
['Ari Jordan '],1126.0,Quantum,['f88a0f620f71f724a9acfab684f9cffc84e72f61'], #ImportFrom keyword,"[datetime.datetime(2020, 4, 20, 14, 6, 22)]",examples/bellpair_circuit.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,8.0,ProjectQ,"450 days, 5:05:47",1,1
['Damian S. Steiger '],1126.0,Quantum,['72517e9e18c51057a4a906bacd55aa14511428ad'], ,"[datetime.datetime(2016, 12, 28, 10, 35, 41)]",examples/bellpair_circuit.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,10.0,ProjectQ,"1659 days, 8:36:28",1,1
['Ari Jordan '],1126.0,Quantum,['f88a0f620f71f724a9acfab684f9cffc84e72f61'], #ImportFrom keyword,"[datetime.datetime(2020, 4, 20, 14, 6, 22)]",examples/bellpair_circuit.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,11.0,ProjectQ,"450 days, 5:05:47",1,1
"['GitHub actions ', 'Damian S. Steiger ']",1126.0,Quantum,"['e0ff304f280c81330f31cf1e91d2ee2a900a9c11', '72517e9e18c51057a4a906bacd55aa14511428ad']", ,"[datetime.datetime(2021, 6, 23, 12, 36, 47), datetime.datetime(2016, 12, 28, 10, 35, 41)]",docs/conf.py,1c07475ad9dbc30baedddf78fddafa96112ffcdc,19.0,ProjectQ,"1659 days, 8:36:28",2,2
